Series;Time;Value
Bedroom Sensor;2016-08-03T20:24:40.000Z;null
Bedroom Sensor;2016-08-03T20:24:50.000Z;null
Bedroom Sensor;2016-08-03T20:25:00.000Z;24.875
Bedroom Sensor;2016-08-03T20:25:10.000Z;null
Bedroom Sensor;2016-08-03T20:25:20.000Z;null
Bedroom Sensor;2016-08-03T20:25:30.000Z;null
Bedroom Sensor;2016-08-03T20:25:40.000Z;null
Bedroom Sensor;2016-08-03T20:25:50.000Z;null
Bedroom Sensor;2016-08-03T20:26:00.000Z;24.937
Bedroom Sensor;2016-08-03T20:26:10.000Z;null
Bedroom Sensor;2016-08-03T20:26:20.000Z;null
Bedroom Sensor;2016-08-03T20:26:30.000Z;null
Bedroom Sensor;2016-08-03T20:26:40.000Z;null
Bedroom Sensor;2016-08-03T20:26:50.000Z;null
Bedroom Sensor;2016-08-03T20:27:00.000Z;25.062
Bedroom Sensor;2016-08-03T20:27:10.000Z;null
Bedroom Sensor;2016-08-03T20:27:20.000Z;null
Bedroom Sensor;2016-08-03T20:27:30.000Z;null
Bedroom Sensor;2016-08-03T20:27:40.000Z;null
Bedroom Sensor;2016-08-03T20:27:50.000Z;null
Bedroom Sensor;2016-08-03T20:28:00.000Z;null
Bedroom Sensor;2016-08-03T20:28:10.000Z;25.25
Bedroom Sensor;2016-08-03T20:28:20.000Z;null
Bedroom Sensor;2016-08-03T20:28:30.000Z;null
Bedroom Sensor;2016-08-03T20:28:40.000Z;null
Bedroom Sensor;2016-08-03T20:28:50.000Z;null
Bedroom Sensor;2016-08-03T20:29:00.000Z;null
Bedroom Sensor;2016-08-03T20:29:10.000Z;25.437
Bedroom Sensor;2016-08-03T20:29:20.000Z;null
Bedroom Sensor;2016-08-03T20:29:30.000Z;null
Bedroom Sensor;2016-08-03T20:29:40.000Z;null
Bedroom Sensor;2016-08-03T20:29:50.000Z;null
Bedroom Sensor;2016-08-03T20:30:00.000Z;null
Bedroom Sensor;2016-08-03T20:30:10.000Z;25.625
Bedroom Sensor;2016-08-03T20:30:20.000Z;null
Bedroom Sensor;2016-08-03T20:30:30.000Z;null
Bedroom Sensor;2016-08-03T20:30:40.000Z;null
Bedroom Sensor;2016-08-03T20:30:50.000Z;null
Bedroom Sensor;2016-08-03T20:31:00.000Z;null
Bedroom Sensor;2016-08-03T20:31:10.000Z;25.687
Bedroom Sensor;2016-08-03T20:31:20.000Z;null
Bedroom Sensor;2016-08-03T20:31:30.000Z;null
Bedroom Sensor;2016-08-03T20:31:40.000Z;null
Bedroom Sensor;2016-08-03T20:31:50.000Z;null
Bedroom Sensor;2016-08-03T20:32:00.000Z;null
Bedroom Sensor;2016-08-03T20:32:10.000Z;25.625
Bedroom Sensor;2016-08-03T20:32:20.000Z;null
Bedroom Sensor;2016-08-03T20:32:30.000Z;null
Bedroom Sensor;2016-08-03T20:32:40.000Z;null
Bedroom Sensor;2016-08-03T20:32:50.000Z;null
Bedroom Sensor;2016-08-03T20:33:00.000Z;null
Bedroom Sensor;2016-08-03T20:33:10.000Z;25.437
Bedroom Sensor;2016-08-03T20:33:20.000Z;null
Bedroom Sensor;2016-08-03T20:33:30.000Z;null
Bedroom Sensor;2016-08-03T20:33:40.000Z;null
Bedroom Sensor;2016-08-03T20:33:50.000Z;null
Bedroom Sensor;2016-08-03T20:34:00.000Z;null
Bedroom Sensor;2016-08-03T20:34:10.000Z;25.187
Bedroom Sensor;2016-08-03T20:34:20.000Z;null
Bedroom Sensor;2016-08-03T20:34:30.000Z;null
Bedroom Sensor;2016-08-03T20:34:40.000Z;null
Bedroom Sensor;2016-08-03T20:34:50.000Z;null
Bedroom Sensor;2016-08-03T20:35:00.000Z;null
Bedroom Sensor;2016-08-03T20:35:10.000Z;25
Bedroom Sensor;2016-08-03T20:35:20.000Z;null
Bedroom Sensor;2016-08-03T20:35:30.000Z;null
Bedroom Sensor;2016-08-03T20:35:40.000Z;null
Bedroom Sensor;2016-08-03T20:35:50.000Z;null
Bedroom Sensor;2016-08-03T20:36:00.000Z;null
Bedroom Sensor;2016-08-03T20:36:10.000Z;24.812
Bedroom Sensor;2016-08-03T20:36:20.000Z;null
Bedroom Sensor;2016-08-03T20:36:30.000Z;null
Bedroom Sensor;2016-08-03T20:36:40.000Z;null
Bedroom Sensor;2016-08-03T20:36:50.000Z;null
Bedroom Sensor;2016-08-03T20:37:00.000Z;null
Bedroom Sensor;2016-08-03T20:37:10.000Z;24.875
Bedroom Sensor;2016-08-03T20:37:20.000Z;null
Bedroom Sensor;2016-08-03T20:37:30.000Z;null
Bedroom Sensor;2016-08-03T20:37:40.000Z;null
Bedroom Sensor;2016-08-03T20:37:50.000Z;null
Bedroom Sensor;2016-08-03T20:38:00.000Z;null
Bedroom Sensor;2016-08-03T20:38:10.000Z;25.062
Bedroom Sensor;2016-08-03T20:38:20.000Z;null
Bedroom Sensor;2016-08-03T20:38:30.000Z;null
Bedroom Sensor;2016-08-03T20:38:40.000Z;null
Bedroom Sensor;2016-08-03T20:38:50.000Z;null
Bedroom Sensor;2016-08-03T20:39:00.000Z;null
Bedroom Sensor;2016-08-03T20:39:10.000Z;25.25
Bedroom Sensor;2016-08-03T20:39:20.000Z;null
Bedroom Sensor;2016-08-03T20:39:30.000Z;null
Bedroom Sensor;2016-08-03T20:39:40.000Z;null
Bedroom Sensor;2016-08-03T20:39:50.000Z;null
Bedroom Sensor;2016-08-03T20:40:00.000Z;null
Bedroom Sensor;2016-08-03T20:40:10.000Z;25.437
Bedroom Sensor;2016-08-03T20:40:20.000Z;null
Bedroom Sensor;2016-08-03T20:40:30.000Z;null
Bedroom Sensor;2016-08-03T20:40:40.000Z;null
Bedroom Sensor;2016-08-03T20:40:50.000Z;null
Bedroom Sensor;2016-08-03T20:41:00.000Z;null
Bedroom Sensor;2016-08-03T20:41:10.000Z;25.562
Bedroom Sensor;2016-08-03T20:41:20.000Z;null
Bedroom Sensor;2016-08-03T20:41:30.000Z;null
Bedroom Sensor;2016-08-03T20:41:40.000Z;null
Bedroom Sensor;2016-08-03T20:41:50.000Z;null
Bedroom Sensor;2016-08-03T20:42:00.000Z;null
Bedroom Sensor;2016-08-03T20:42:10.000Z;25.625
Bedroom Sensor;2016-08-03T20:42:20.000Z;null
Bedroom Sensor;2016-08-03T20:42:30.000Z;null
Bedroom Sensor;2016-08-03T20:42:40.000Z;null
Bedroom Sensor;2016-08-03T20:42:50.000Z;null
Bedroom Sensor;2016-08-03T20:43:00.000Z;null
Bedroom Sensor;2016-08-03T20:43:10.000Z;25.562
Bedroom Sensor;2016-08-03T20:43:20.000Z;null
Bedroom Sensor;2016-08-03T20:43:30.000Z;null
Bedroom Sensor;2016-08-03T20:43:40.000Z;null
Bedroom Sensor;2016-08-03T20:43:50.000Z;null
Bedroom Sensor;2016-08-03T20:44:00.000Z;null
Bedroom Sensor;2016-08-03T20:44:10.000Z;25.375
Bedroom Sensor;2016-08-03T20:44:20.000Z;null
Bedroom Sensor;2016-08-03T20:44:30.000Z;null
Bedroom Sensor;2016-08-03T20:44:40.000Z;null
Bedroom Sensor;2016-08-03T20:44:50.000Z;null
Bedroom Sensor;2016-08-03T20:45:00.000Z;null
Bedroom Sensor;2016-08-03T20:45:10.000Z;25.187
Bedroom Sensor;2016-08-03T20:45:20.000Z;null
Bedroom Sensor;2016-08-03T20:45:30.000Z;null
Bedroom Sensor;2016-08-03T20:45:40.000Z;null
Bedroom Sensor;2016-08-03T20:45:50.000Z;null
Bedroom Sensor;2016-08-03T20:46:00.000Z;null
Bedroom Sensor;2016-08-03T20:46:10.000Z;25
Bedroom Sensor;2016-08-03T20:46:20.000Z;null
Bedroom Sensor;2016-08-03T20:46:30.000Z;null
Bedroom Sensor;2016-08-03T20:46:40.000Z;null
Bedroom Sensor;2016-08-03T20:46:50.000Z;null
Bedroom Sensor;2016-08-03T20:47:00.000Z;null
Bedroom Sensor;2016-08-03T20:47:10.000Z;24.812
Bedroom Sensor;2016-08-03T20:47:20.000Z;null
Bedroom Sensor;2016-08-03T20:47:30.000Z;null
Bedroom Sensor;2016-08-03T20:47:40.000Z;null
Bedroom Sensor;2016-08-03T20:47:50.000Z;null
Bedroom Sensor;2016-08-03T20:48:00.000Z;null
Bedroom Sensor;2016-08-03T20:48:10.000Z;24.875
Bedroom Sensor;2016-08-03T20:48:20.000Z;null
Bedroom Sensor;2016-08-03T20:48:30.000Z;null
Bedroom Sensor;2016-08-03T20:48:40.000Z;null
Bedroom Sensor;2016-08-03T20:48:50.000Z;null
Bedroom Sensor;2016-08-03T20:49:00.000Z;null
Bedroom Sensor;2016-08-03T20:49:10.000Z;25
Bedroom Sensor;2016-08-03T20:49:20.000Z;null
Bedroom Sensor;2016-08-03T20:49:30.000Z;null
Bedroom Sensor;2016-08-03T20:49:40.000Z;null
Bedroom Sensor;2016-08-03T20:49:50.000Z;null
Bedroom Sensor;2016-08-03T20:50:00.000Z;null
Bedroom Sensor;2016-08-03T20:50:10.000Z;25.187
Bedroom Sensor;2016-08-03T20:50:20.000Z;null
Bedroom Sensor;2016-08-03T20:50:30.000Z;null
Bedroom Sensor;2016-08-03T20:50:40.000Z;null
Bedroom Sensor;2016-08-03T20:50:50.000Z;null
Bedroom Sensor;2016-08-03T20:51:00.000Z;null
Bedroom Sensor;2016-08-03T20:51:10.000Z;25.375
Bedroom Sensor;2016-08-03T20:51:20.000Z;null
Bedroom Sensor;2016-08-03T20:51:30.000Z;null
Bedroom Sensor;2016-08-03T20:51:40.000Z;null
Bedroom Sensor;2016-08-03T20:51:50.000Z;null
Bedroom Sensor;2016-08-03T20:52:00.000Z;null
Bedroom Sensor;2016-08-03T20:52:10.000Z;25.562
Bedroom Sensor;2016-08-03T20:52:20.000Z;null
Bedroom Sensor;2016-08-03T20:52:30.000Z;null
Bedroom Sensor;2016-08-03T20:52:40.000Z;null
Bedroom Sensor;2016-08-03T20:52:50.000Z;null
Bedroom Sensor;2016-08-03T20:53:00.000Z;null
Bedroom Sensor;2016-08-03T20:53:10.000Z;25.625
Bedroom Sensor;2016-08-03T20:53:20.000Z;null
Bedroom Sensor;2016-08-03T20:53:30.000Z;null
Bedroom Sensor;2016-08-03T20:53:40.000Z;null
Bedroom Sensor;2016-08-03T20:53:50.000Z;null
Bedroom Sensor;2016-08-03T20:54:00.000Z;null
Bedroom Sensor;2016-08-03T20:54:10.000Z;25.5
Bedroom Sensor;2016-08-03T20:54:20.000Z;null
Bedroom Sensor;2016-08-03T20:54:30.000Z;null
Bedroom Sensor;2016-08-03T20:54:40.000Z;null
Bedroom Sensor;2016-08-03T20:54:50.000Z;null
Bedroom Sensor;2016-08-03T20:55:00.000Z;null
Bedroom Sensor;2016-08-03T20:55:10.000Z;25.312
Bedroom Sensor;2016-08-03T20:55:20.000Z;null
Bedroom Sensor;2016-08-03T20:55:30.000Z;null
Bedroom Sensor;2016-08-03T20:55:40.000Z;null
Bedroom Sensor;2016-08-03T20:55:50.000Z;null
Bedroom Sensor;2016-08-03T20:56:00.000Z;null
Bedroom Sensor;2016-08-03T20:56:10.000Z;25.125
Bedroom Sensor;2016-08-03T20:56:20.000Z;null
Bedroom Sensor;2016-08-03T20:56:30.000Z;null
Bedroom Sensor;2016-08-03T20:56:40.000Z;null
Bedroom Sensor;2016-08-03T20:56:50.000Z;null
Bedroom Sensor;2016-08-03T20:57:00.000Z;null
Bedroom Sensor;2016-08-03T20:57:10.000Z;24.937
Bedroom Sensor;2016-08-03T20:57:20.000Z;null
Bedroom Sensor;2016-08-03T20:57:30.000Z;null
Bedroom Sensor;2016-08-03T20:57:40.000Z;null
Bedroom Sensor;2016-08-03T20:57:50.000Z;null
Bedroom Sensor;2016-08-03T20:58:00.000Z;null
Bedroom Sensor;2016-08-03T20:58:10.000Z;24.812
Bedroom Sensor;2016-08-03T20:58:20.000Z;null
Bedroom Sensor;2016-08-03T20:58:30.000Z;null
Bedroom Sensor;2016-08-03T20:58:40.000Z;null
Bedroom Sensor;2016-08-03T20:58:50.000Z;null
Bedroom Sensor;2016-08-03T20:59:00.000Z;null
Bedroom Sensor;2016-08-03T20:59:10.000Z;24.875
Bedroom Sensor;2016-08-03T20:59:20.000Z;null
Bedroom Sensor;2016-08-03T20:59:30.000Z;null
Bedroom Sensor;2016-08-03T20:59:40.000Z;null
Bedroom Sensor;2016-08-03T20:59:50.000Z;null
Bedroom Sensor;2016-08-03T21:00:00.000Z;null
Bedroom Sensor;2016-08-03T21:00:10.000Z;25.062
Bedroom Sensor;2016-08-03T21:00:20.000Z;null
Bedroom Sensor;2016-08-03T21:00:30.000Z;null
Bedroom Sensor;2016-08-03T21:00:40.000Z;null
Bedroom Sensor;2016-08-03T21:00:50.000Z;null
Bedroom Sensor;2016-08-03T21:01:00.000Z;null
Bedroom Sensor;2016-08-03T21:01:10.000Z;25.25
Bedroom Sensor;2016-08-03T21:01:20.000Z;null
Bedroom Sensor;2016-08-03T21:01:30.000Z;null
Bedroom Sensor;2016-08-03T21:01:40.000Z;null
Bedroom Sensor;2016-08-03T21:01:50.000Z;null
Bedroom Sensor;2016-08-03T21:02:00.000Z;null
Bedroom Sensor;2016-08-03T21:02:10.000Z;25.375
Bedroom Sensor;2016-08-03T21:02:20.000Z;null
Bedroom Sensor;2016-08-03T21:02:30.000Z;null
Bedroom Sensor;2016-08-03T21:02:40.000Z;null
Bedroom Sensor;2016-08-03T21:02:50.000Z;null
Bedroom Sensor;2016-08-03T21:03:00.000Z;null
Bedroom Sensor;2016-08-03T21:03:10.000Z;25.625
Bedroom Sensor;2016-08-03T21:03:20.000Z;null
Bedroom Sensor;2016-08-03T21:03:30.000Z;null
Bedroom Sensor;2016-08-03T21:03:40.000Z;null
Bedroom Sensor;2016-08-03T21:03:50.000Z;null
Bedroom Sensor;2016-08-03T21:04:00.000Z;null
Bedroom Sensor;2016-08-03T21:04:10.000Z;25.75
Bedroom Sensor;2016-08-03T21:04:20.000Z;null
Bedroom Sensor;2016-08-03T21:04:30.000Z;null
Bedroom Sensor;2016-08-03T21:04:40.000Z;null
Bedroom Sensor;2016-08-03T21:04:50.000Z;null
Bedroom Sensor;2016-08-03T21:05:00.000Z;null
Bedroom Sensor;2016-08-03T21:05:10.000Z;25.687
Bedroom Sensor;2016-08-03T21:05:20.000Z;null
Bedroom Sensor;2016-08-03T21:05:30.000Z;null
Bedroom Sensor;2016-08-03T21:05:40.000Z;null
Bedroom Sensor;2016-08-03T21:05:50.000Z;null
Bedroom Sensor;2016-08-03T21:06:00.000Z;null
Bedroom Sensor;2016-08-03T21:06:10.000Z;25.5
Bedroom Sensor;2016-08-03T21:06:20.000Z;null
Bedroom Sensor;2016-08-03T21:06:30.000Z;null
Bedroom Sensor;2016-08-03T21:06:40.000Z;null
Bedroom Sensor;2016-08-03T21:06:50.000Z;null
Bedroom Sensor;2016-08-03T21:07:00.000Z;null
Bedroom Sensor;2016-08-03T21:07:10.000Z;25.312
Bedroom Sensor;2016-08-03T21:07:20.000Z;null
Bedroom Sensor;2016-08-03T21:07:30.000Z;null
Bedroom Sensor;2016-08-03T21:07:40.000Z;null
Bedroom Sensor;2016-08-03T21:07:50.000Z;null
Bedroom Sensor;2016-08-03T21:08:00.000Z;null
Bedroom Sensor;2016-08-03T21:08:10.000Z;25.187
Bedroom Sensor;2016-08-03T21:08:20.000Z;null
Bedroom Sensor;2016-08-03T21:08:30.000Z;null
Bedroom Sensor;2016-08-03T21:08:40.000Z;null
Bedroom Sensor;2016-08-03T21:08:50.000Z;null
Bedroom Sensor;2016-08-03T21:09:00.000Z;null
Bedroom Sensor;2016-08-03T21:09:10.000Z;25
Bedroom Sensor;2016-08-03T21:09:20.000Z;null
Bedroom Sensor;2016-08-03T21:09:30.000Z;null
Bedroom Sensor;2016-08-03T21:09:40.000Z;null
Bedroom Sensor;2016-08-03T21:09:50.000Z;null
Bedroom Sensor;2016-08-03T21:10:00.000Z;null
Bedroom Sensor;2016-08-03T21:10:10.000Z;24.937
Bedroom Sensor;2016-08-03T21:10:20.000Z;null
Bedroom Sensor;2016-08-03T21:10:30.000Z;null
Bedroom Sensor;2016-08-03T21:10:40.000Z;null
Bedroom Sensor;2016-08-03T21:10:50.000Z;null
Bedroom Sensor;2016-08-03T21:11:00.000Z;null
Bedroom Sensor;2016-08-03T21:11:10.000Z;25
Bedroom Sensor;2016-08-03T21:11:20.000Z;null
Bedroom Sensor;2016-08-03T21:11:30.000Z;null
Bedroom Sensor;2016-08-03T21:11:40.000Z;null
Bedroom Sensor;2016-08-03T21:11:50.000Z;null
Bedroom Sensor;2016-08-03T21:12:00.000Z;null
Bedroom Sensor;2016-08-03T21:12:10.000Z;25.187
Bedroom Sensor;2016-08-03T21:12:20.000Z;null
Bedroom Sensor;2016-08-03T21:12:30.000Z;null
Bedroom Sensor;2016-08-03T21:12:40.000Z;null
Bedroom Sensor;2016-08-03T21:12:50.000Z;null
Bedroom Sensor;2016-08-03T21:13:00.000Z;null
Bedroom Sensor;2016-08-03T21:13:10.000Z;25.437
Bedroom Sensor;2016-08-03T21:13:20.000Z;null
living_room_set_point;2016-08-03T18:40:30.000Z;null
living_room_set_point;2016-08-03T18:40:40.000Z;null
living_room_set_point;2016-08-03T18:40:50.000Z;null
living_room_set_point;2016-08-03T18:41:00.000Z;null
living_room_set_point;2016-08-03T18:41:10.000Z;null
living_room_set_point;2016-08-03T18:41:20.000Z;null
living_room_set_point;2016-08-03T18:41:30.000Z;null
living_room_set_point;2016-08-03T18:41:40.000Z;null
living_room_set_point;2016-08-03T18:41:50.000Z;null
living_room_set_point;2016-08-03T18:42:00.000Z;null
living_room_set_point;2016-08-03T18:42:10.000Z;null
living_room_set_point;2016-08-03T18:42:20.000Z;null
living_room_set_point;2016-08-03T18:42:30.000Z;25
living_room_set_point;2016-08-03T18:42:40.000Z;null
living_room_set_point;2016-08-03T18:42:50.000Z;null
living_room_set_point;2016-08-03T18:43:00.000Z;null
living_room_set_point;2016-08-03T18:43:10.000Z;null
living_room_set_point;2016-08-03T18:43:20.000Z;null
living_room_set_point;2016-08-03T18:43:30.000Z;null
living_room_set_point;2016-08-03T18:43:40.000Z;null
living_room_set_point;2016-08-03T18:43:50.000Z;null
living_room_set_point;2016-08-03T18:44:00.000Z;null
living_room_set_point;2016-08-03T18:44:10.000Z;null
living_room_set_point;2016-08-03T18:44:20.000Z;null
living_room_set_point;2016-08-03T18:44:30.000Z;25
living_room_set_point;2016-08-03T18:44:40.000Z;null
living_room_set_point;2016-08-03T18:44:50.000Z;null
living_room_set_point;2016-08-03T18:45:00.000Z;null
living_room_set_point;2016-08-03T18:45:10.000Z;null
living_room_set_point;2016-08-03T18:45:20.000Z;null
living_room_set_point;2016-08-03T18:45:30.000Z;null
living_room_set_point;2016-08-03T18:45:40.000Z;null
living_room_set_point;2016-08-03T18:45:50.000Z;null
living_room_set_point;2016-08-03T18:46:00.000Z;null
living_room_set_point;2016-08-03T18:46:10.000Z;null
living_room_set_point;2016-08-03T18:46:20.000Z;null
living_room_set_point;2016-08-03T18:46:30.000Z;25
living_room_set_point;2016-08-03T18:46:40.000Z;null
living_room_set_point;2016-08-03T18:46:50.000Z;null
living_room_set_point;2016-08-03T18:47:00.000Z;null
living_room_set_point;2016-08-03T18:47:10.000Z;null
living_room_set_point;2016-08-03T18:47:20.000Z;null
living_room_set_point;2016-08-03T18:47:30.000Z;null
living_room_set_point;2016-08-03T18:47:40.000Z;null
living_room_set_point;2016-08-03T18:47:50.000Z;null
living_room_set_point;2016-08-03T18:48:00.000Z;null
living_room_set_point;2016-08-03T18:48:10.000Z;null
living_room_set_point;2016-08-03T18:48:20.000Z;null
living_room_set_point;2016-08-03T18:48:30.000Z;25
living_room_set_point;2016-08-03T18:48:40.000Z;null
living_room_set_point;2016-08-03T18:48:50.000Z;null
living_room_set_point;2016-08-03T18:49:00.000Z;null
living_room_set_point;2016-08-03T18:49:10.000Z;null
living_room_set_point;2016-08-03T18:49:20.000Z;null
living_room_set_point;2016-08-03T18:49:30.000Z;null
living_room_set_point;2016-08-03T18:49:40.000Z;null
living_room_set_point;2016-08-03T18:49:50.000Z;null
living_room_set_point;2016-08-03T18:50:00.000Z;null
living_room_set_point;2016-08-03T18:50:10.000Z;null
living_room_set_point;2016-08-03T18:50:20.000Z;null
living_room_set_point;2016-08-03T18:50:30.000Z;25
living_room_set_point;2016-08-03T18:50:40.000Z;null
living_room_set_point;2016-08-03T18:50:50.000Z;null
living_room_set_point;2016-08-03T18:51:00.000Z;null
living_room_set_point;2016-08-03T18:51:10.000Z;null
living_room_set_point;2016-08-03T18:51:20.000Z;null
living_room_set_point;2016-08-03T18:51:30.000Z;null
living_room_set_point;2016-08-03T18:51:40.000Z;null
living_room_set_point;2016-08-03T18:51:50.000Z;null
living_room_set_point;2016-08-03T18:52:00.000Z;null
living_room_set_point;2016-08-03T18:52:10.000Z;null
living_room_set_point;2016-08-03T18:52:20.000Z;null
living_room_set_point;2016-08-03T18:52:30.000Z;25
living_room_set_point;2016-08-03T18:52:40.000Z;null
living_room_set_point;2016-08-03T18:52:50.000Z;null
living_room_set_point;2016-08-03T18:53:00.000Z;null
living_room_set_point;2016-08-03T18:53:10.000Z;null
living_room_set_point;2016-08-03T18:53:20.000Z;null
living_room_set_point;2016-08-03T18:53:30.000Z;null
living_room_set_point;2016-08-03T18:53:40.000Z;null
living_room_set_point;2016-08-03T18:53:50.000Z;null
living_room_set_point;2016-08-03T18:54:00.000Z;null
living_room_set_point;2016-08-03T18:54:10.000Z;null
living_room_set_point;2016-08-03T18:54:20.000Z;null
living_room_set_point;2016-08-03T18:54:30.000Z;null
living_room_set_point;2016-08-03T18:54:40.000Z;25
living_room_set_point;2016-08-03T18:54:50.000Z;null
living_room_set_point;2016-08-03T18:55:00.000Z;null
living_room_set_point;2016-08-03T18:55:10.000Z;null
living_room_set_point;2016-08-03T18:55:20.000Z;null
living_room_set_point;2016-08-03T18:55:30.000Z;null
living_room_set_point;2016-08-03T18:55:40.000Z;null
living_room_set_point;2016-08-03T18:55:50.000Z;null
living_room_set_point;2016-08-03T18:56:00.000Z;null
living_room_set_point;2016-08-03T18:56:10.000Z;null
living_room_set_point;2016-08-03T18:56:20.000Z;null
living_room_set_point;2016-08-03T18:56:30.000Z;null
living_room_set_point;2016-08-03T18:56:40.000Z;25
living_room_set_point;2016-08-03T18:56:50.000Z;null
living_room_set_point;2016-08-03T18:57:00.000Z;null
living_room_set_point;2016-08-03T18:57:10.000Z;null
living_room_set_point;2016-08-03T18:57:20.000Z;null
living_room_set_point;2016-08-03T18:57:30.000Z;null
living_room_set_point;2016-08-03T18:57:40.000Z;null
living_room_set_point;2016-08-03T18:57:50.000Z;null
living_room_set_point;2016-08-03T18:58:00.000Z;null
living_room_set_point;2016-08-03T18:58:10.000Z;null
living_room_set_point;2016-08-03T18:58:20.000Z;null
living_room_set_point;2016-08-03T18:58:30.000Z;null
living_room_set_point;2016-08-03T18:58:40.000Z;null
living_room_set_point;2016-08-03T18:58:50.000Z;null
living_room_set_point;2016-08-03T18:59:00.000Z;null
living_room_set_point;2016-08-03T18:59:10.000Z;null
living_room_set_point;2016-08-03T18:59:20.000Z;null
living_room_set_point;2016-08-03T18:59:30.000Z;null
living_room_set_point;2016-08-03T18:59:40.000Z;null
living_room_set_point;2016-08-03T18:59:50.000Z;null
living_room_set_point;2016-08-03T19:00:00.000Z;null
living_room_set_point;2016-08-03T19:00:10.000Z;null
living_room_set_point;2016-08-03T19:00:20.000Z;null
living_room_set_point;2016-08-03T19:00:30.000Z;null
living_room_set_point;2016-08-03T19:00:40.000Z;25
living_room_set_point;2016-08-03T19:00:50.000Z;null
living_room_set_point;2016-08-03T19:01:00.000Z;null
living_room_set_point;2016-08-03T19:01:10.000Z;null
living_room_set_point;2016-08-03T19:01:20.000Z;null
living_room_set_point;2016-08-03T19:01:30.000Z;null
living_room_set_point;2016-08-03T19:01:40.000Z;null
living_room_set_point;2016-08-03T19:01:50.000Z;null
living_room_set_point;2016-08-03T19:02:00.000Z;null
living_room_set_point;2016-08-03T19:02:10.000Z;null
living_room_set_point;2016-08-03T19:02:20.000Z;null
living_room_set_point;2016-08-03T19:02:30.000Z;null
living_room_set_point;2016-08-03T19:02:40.000Z;25
living_room_set_point;2016-08-03T19:02:50.000Z;null
living_room_set_point;2016-08-03T19:03:00.000Z;null
living_room_set_point;2016-08-03T19:03:10.000Z;null
living_room_set_point;2016-08-03T19:03:20.000Z;null
living_room_set_point;2016-08-03T19:03:30.000Z;null
living_room_set_point;2016-08-03T19:03:40.000Z;null
living_room_set_point;2016-08-03T19:03:50.000Z;null
living_room_set_point;2016-08-03T19:04:00.000Z;null
living_room_set_point;2016-08-03T19:04:10.000Z;null
living_room_set_point;2016-08-03T19:04:20.000Z;null
living_room_set_point;2016-08-03T19:04:30.000Z;null
living_room_set_point;2016-08-03T19:04:40.000Z;25
living_room_set_point;2016-08-03T19:04:50.000Z;null
living_room_set_point;2016-08-03T19:05:00.000Z;null
living_room_set_point;2016-08-03T19:05:10.000Z;null
living_room_set_point;2016-08-03T19:05:20.000Z;null
living_room_set_point;2016-08-03T19:05:30.000Z;null
living_room_set_point;2016-08-03T19:05:40.000Z;null
living_room_set_point;2016-08-03T19:05:50.000Z;null
living_room_set_point;2016-08-03T19:06:00.000Z;null
living_room_set_point;2016-08-03T19:06:10.000Z;null
living_room_set_point;2016-08-03T19:06:20.000Z;null
living_room_set_point;2016-08-03T19:06:30.000Z;null
living_room_set_point;2016-08-03T19:06:40.000Z;25
living_room_set_point;2016-08-03T19:06:50.000Z;null
living_room_set_point;2016-08-03T19:07:00.000Z;null
living_room_set_point;2016-08-03T19:07:10.000Z;null
living_room_set_point;2016-08-03T19:07:20.000Z;null
living_room_set_point;2016-08-03T19:07:30.000Z;null
living_room_set_point;2016-08-03T19:07:40.000Z;null
living_room_set_point;2016-08-03T19:07:50.000Z;null
living_room_set_point;2016-08-03T19:08:00.000Z;null
living_room_set_point;2016-08-03T19:08:10.000Z;null
living_room_set_point;2016-08-03T19:08:20.000Z;null
living_room_set_point;2016-08-03T19:08:30.000Z;null
living_room_set_point;2016-08-03T19:08:40.000Z;null
living_room_set_point;2016-08-03T19:08:50.000Z;25
living_room_set_point;2016-08-03T19:09:00.000Z;null
living_room_set_point;2016-08-03T19:09:10.000Z;null
living_room_set_point;2016-08-03T19:09:20.000Z;null
living_room_set_point;2016-08-03T19:09:30.000Z;null
living_room_set_point;2016-08-03T19:09:40.000Z;null
living_room_set_point;2016-08-03T19:09:50.000Z;null
living_room_set_point;2016-08-03T19:10:00.000Z;null
living_room_set_point;2016-08-03T19:10:10.000Z;null
living_room_set_point;2016-08-03T19:10:20.000Z;null
living_room_set_point;2016-08-03T19:10:30.000Z;null
living_room_set_point;2016-08-03T19:10:40.000Z;null
living_room_set_point;2016-08-03T19:10:50.000Z;null
living_room_set_point;2016-08-03T19:11:00.000Z;null
living_room_set_point;2016-08-03T19:11:10.000Z;null
living_room_set_point;2016-08-03T19:11:20.000Z;null
living_room_set_point;2016-08-03T19:11:30.000Z;null
living_room_set_point;2016-08-03T19:11:40.000Z;null
living_room_set_point;2016-08-03T19:11:50.000Z;null
living_room_set_point;2016-08-03T19:12:00.000Z;null
living_room_set_point;2016-08-03T19:12:10.000Z;null
living_room_set_point;2016-08-03T19:12:20.000Z;null
living_room_set_point;2016-08-03T19:12:30.000Z;null
living_room_set_point;2016-08-03T19:12:40.000Z;null
living_room_set_point;2016-08-03T19:12:50.000Z;25
living_room_set_point;2016-08-03T19:13:00.000Z;null
living_room_set_point;2016-08-03T19:13:10.000Z;null
living_room_set_point;2016-08-03T19:13:20.000Z;null
living_room_set_point;2016-08-03T19:13:30.000Z;null
living_room_set_point;2016-08-03T19:13:40.000Z;null
